종목코드,종목명,재무제표종류,유동자산_2025,유동자산_2024,유동자산_2023,유동부채_2025,유동부채_2024,유동부채_2023,부채총계_2025,부채총계_2024,부채총계_2023,자본총계_2025,자본총계_2024,자본총계_2023,매출액_2025,매출액_2024,매출액_2023,영업이익_2025,영업이익_2024,영업이익_2023,당기순이익_2025,당기순이익_2024,당기순이익_2023,ROE_2025,부채비율_2025,유동비율_2025,ROE_2024,부채비율_2024,유동비율_2024,ROE_2023,부채비율_2023,유동비율_2023,매출액성장률_2025,영업이익성장률_2025,매출액성장률_2024,영업이익성장률_2024,유동자산_2022,유동자산_2021,유동부채_2022,유동부채_2021,부채총계_2022,부채총계_2021,자본총계_2022,자본총계_2021,매출액_2022,매출액_2021,영업이익_2022,영업이익_2021,당기순이익_2022,당기순이익_2021,ROE_2022,부채비율_2022,유동비율_2022,ROE_2021,부채비율_2021,유동비율_2021,매출액성장률_2023,영업이익성장률_2023,매출액성장률_2022,영업이익성장률_2022
300120,라온피플,CFS,103789292370.0,85968296288.0,34323461954.0,140632727172.0,93256797668.0,30400884256.0,152166678648.0,111998981758.0,31056518911.0,43999916233.0,45849250753.0,46068773155.0,223808325905.0,220225561052.0,11244331687.0,-16192262465.0,-16249271324.0,-11135373701.0,-20435617608.0,-13936042786.0,-8716360432.0,-46.44,345.83,73.8,-30.4,244.28,92.18,-18.92,67.41,112.9,1.63,0.35,1858.55,-45.92,72604996896.0,78122247677.0,32846251055.0,6968614567.0,33286018580.0,33682981951.0,54777429519.0,51961558062.0,26489529720.0,19751768258.0,2392786671.0,-6803395359.0,-507078053.0,-6175597845.0,-0.93,60.77,221.05,-11.88,64.82,1121.06,-57.55,-565.37,34.11,135.17
300720,한일시멘트,CFS,805074972436.0,868324491310.0,856337708561.0,687437455893.0,582312093269.0,535736987386.0,1165675328058.0,1149514661177.0,1148706828729.0,1868385838037.0,1838819908315.0,1719218535647.0,1423859619115.0,1741671258107.0,1799500983414.0,132739217663.0,271389512685.0,246515704341.0,81141916163.0,199016257703.0,177712230984.0,4.34,62.39,117.11,10.82,62.51,149.12,10.34,66.82,159.84,-18.25,-51.09,-3.21,10.09,630383484045.0,602918548505.0,485429196799.0,492669740385.0,885820287173.0,911950414994.0,1575016584724.0,1458377492454.0,1487574712514.0,1271853626333.0,117984446512.0,120397431466.0,87618199438.0,86015249051.0,5.56,56.24,129.86,5.9,62.53,122.38,20.97,108.94,16.96,-2.0
301300,바이브컴퍼니,CFS,12071819859.0,17441857795.0,20190664376.0,21901455534.0,16632916454.0,27355492929.0,21947667355.0,28708602038.0,52096894925.0,43486606622.0,59972519103.0,68154994335.0,19009260214.0,26341324113.0,29977118711.0,-3755320826.0,-5992179894.0,-9225955061.0,-18427937888.0,-9329826026.0,32029746357.0,-42.38,50.47,55.12,-15.56,47.87,104.86,47.0,76.44,73.81,-27.83,37.33,-12.13,35.05,34542892271.0,55219884418.0,62304565253.0,28968645434.0,81899807792.0,65624053216.0,12800237498.0,34206673509.0,34447925677.0,44617204859.0,-13863107043.0,-9145715171.0,-22902123919.0,-9496607005.0,-178.92,639.83,55.44,-27.76,191.85,190.62,-12.98,33.45,-22.79,-51.58
302430,이노메트리,CFS,53615717563.0,53543483339.0,64757640424.0,17174604448.0,13287800532.0,22309955740.0,17456935022.0,13874286492.0,22436817991.0,59546013642.0,63757426697.0,64078147118.0,38567691701.0,52996048556.0,83783909848.0,-5703408531.0,-7228086313.0,8208876108.0,-4296143015.0,-1466571087.0,7806187062.0,-7.21,29.32,312.18,-2.3,21.76,402.95,12.18,35.01,290.26,-27.23,21.09,-36.75,-188.05,60000967797.0,34535597335.0,23852699844.0,13528456724.0,24265931831.0,13910516576.0,55752506440.0,53681988215.0,75710472632.0,46471488827.0,3770745384.0,2515187520.0,2685093168.0,3868421026.0,4.82,43.52,251.55,7.21,25.91,255.28,10.66,117.7,62.92,49.92
302440,SK바이오사이언스,CFS,1246125198546.0,1576672643818.0,1382969483530.0,326237939251.0,310589417433.0,135619895892.0,918289306349.0,821143859318.0,148583863708.0,2037454202719.0,2022452177574.0,1703855316376.0,651368342533.0,267545049154.0,369505555858.0,-123501682766.0,-138431298006.0,-11987764772.0,-56173210192.0,-50117070464.0,22317719237.0,-2.76,45.07,381.97,-2.48,40.6,507.64,1.31,8.72,1019.74,143.46,10.78,-27.59,-1054.77,1783694210430.0,1837804230933.0,380037427181.0,459952164123.0,400229387487.0,508810723584.0,1741701996063.0,1601311948494.0,456725871196.0,929000929909.0,115013617843.0,474219856324.0,122451949931.0,355139276839.0,7.03,22.98,469.35,22.18,31.77,399.56,-19.1,-110.42,-50.84,-75.75
302550,리메드,CFS,27782915631.0,28652423354.0,21869417786.0,9474829503.0,9037335464.0,20068401956.0,14445306691.0,18792725867.0,24265899936.0,39464187401.0,40270228483.0,30794429092.0,24504879379.0,25554051153.0,18536134645.0,725837577.0,1121187641.0,-2859712374.0,-35468721.0,7380754458.0,319244646.0,-0.09,36.6,293.23,18.33,46.67,317.05,1.04,78.8,108.97,-4.11,-35.26,37.86,139.21,42186845586.0,49188996727.0,43398427282.0,5650350159.0,48123310478.0,51100323287.0,30001934104.0,26097718086.0,21363454119.0,20195049000.0,1661058369.0,1123164634.0,3951245350.0,752329674.0,13.17,160.4,97.21,2.88,195.8,870.55,-13.23,-272.16,5.79,47.89
303030,지니틱스,CFS,17548607773.0,21624390842.0,21920513534.0,12346265376.0,9264751266.0,11093388820.0,13001451253.0,10689650944.0,12335275433.0,8942428417.0,16939159315.0,16202305256.0,36380023074.0,54075603095.0,33068422790.0,-8552839558.0,282028983.0,-6046795133.0,-9577834521.0,652960855.0,-5877620907.0,-107.11,145.39,142.14,3.85,63.11,233.4,-36.28,76.13,197.6,-32.72,-3132.61,63.53,104.66,24427168890.0,33848815263.0,7877771015.0,10761474839.0,9064217785.0,13290463964.0,21868608213.0,30078373959.0,27611138913.0,38833025056.0,-5228689355.0,1607019727.0,-9064827403.0,-105608448.0,-41.45,41.45,310.08,-0.35,44.19,314.54,19.76,-15.65,-28.9,-425.37
303360,프로티아,CFS,20869532256.0,18729903323.0,17113664932.0,1926917334.0,1237482744.0,1298995239.0,2334354790.0,1651268712.0,1608524686.0,30698312884.0,26207201144.0,23527247072.0,15120258908.0,10514547438.0,8227847326.0,3721214679.0,1501866324.0,164092703.0,4471384227.0,2442123882.0,462940443.0,14.57,7.6,1083.05,9.32,6.3,1513.55,1.97,6.84,1317.45,43.8,147.77,27.79,815.25,10554270874.0,9200787249.0,1043814546.0,1148409568.0,1420097255.0,1706431782.0,15989349336.0,14525145962.0,7644000304.0,5934446253.0,1057532719.0,651728876.0,1252814775.0,-771791959.0,7.84,8.88,1011.13,-5.31,11.75,801.18,7.64,-84.48,28.81,62.27
303530,이노뎁,CFS,46352996116.0,37138476041.0,33329915779.0,27281893721.0,21849289835.0,12688224695.0,34976115237.0,26123052410.0,14944019982.0,34559354256.0,37259493101.0,39183677941.0,70744057088.0,86775972174.0,84032973558.0,-2896673174.0,-1933924977.0,635755479.0,-3016864876.0,-1543172808.0,1026911045.0,-8.73,101.21,169.9,-4.14,70.11,169.98,2.62,38.14,262.68,-18.48,-49.78,3.26,-404.19,37589803018.0,43286807971.0,13713158903.0,13129362559.0,16298504381.0,14808626332.0,39261736614.0,40502322753.0,76416490550.0,60038612325.0,413004227.0,-1514453711.0,563087127.0,-878620997.0,1.43,41.51,274.11,-2.17,36.56,329.69,9.97,53.93,27.28,127.27
303810,동국생명과학,CFS,138560268447.0,115657933963.0,102919975529.0,80672308747.0,62881472906.0,91405967654.0,86261353485.0,86433362545.0,110424564254.0,131365571744.0,105224367242.0,68704336850.0,130343747512.0,131816122285.0,120161205350.0,13045359378.0,11916090535.0,8529558699.0,8658257416.0,2244730442.0,4166744337.0,6.59,65.67,171.76,2.13,82.14,183.93,6.06,160.72,112.6,-1.12,9.48,9.7,39.7,,,,,,,,,,,,,,,,,,,,,,,,
304100,솔트룩스,CFS,55818884854.0,41984834111.0,43049685714.0,27627396993.0,8458928915.0,13693426269.0,32737643094.0,20565283068.0,25289789400.0,73761225397.0,72670846244.0,73541967029.0,41635622271.0,45944417924.0,30828903129.0,-8042487449.0,-6631928392.0,-9292178997.0,-11998353376.0,-5858192125.0,-10727358908.0,-16.27,44.38,202.04,-8.06,28.3,496.34,-14.59,34.39,314.38,-9.38,-21.27,49.03,28.63,48279457123.0,51193781252.0,32846007766.0,24970484323.0,33776449726.0,25770568902.0,44928075355.0,54297788645.0,,,-1959183772.0,-3877938673.0,-9363734179.0,-5118493163.0,-20.84,75.18,146.99,-9.43,47.46,205.02,,-374.29,,49.48
304360,에스바이오메딕스,CFS,19831237133.0,29271504264.0,15700411581.0,12319462333.0,11769801133.0,7652118034.0,24493496349.0,26289340327.0,19593244342.0,16725364626.0,18311414439.0,12353974894.0,16547626709.0,13734027409.0,13108378002.0,-8343993607.0,-5445268665.0,-5988043386.0,,,,,146.45,160.97,,143.57,248.7,,158.6,205.18,20.49,-53.23,4.77,9.06,11201110668.0,14341894377.0,11830730160.0,4175184549.0,23322795809.0,13964156175.0,1035029321.0,3831613399.0,12112652100.0,8868222972.0,-3748042034.0,-4626035475.0,-7672592757.0,-6193775960.0,-741.29,2253.35,94.68,-161.65,364.45,343.5,8.22,-59.76,36.58,18.98
304840,피플바이오,CFS,4357208289.0,17076057809.0,14809651959.0,14020976784.0,16554257608.0,3533167240.0,15953576142.0,19453943049.0,7916573154.0,28618063792.0,7620626223.0,19663884121.0,2850535918.0,2530624671.0,4452858220.0,-8377380014.0,-8621798464.0,-15247510964.0,-16938501622.0,-12172834933.0,-17382290189.0,-59.19,55.75,31.08,-159.74,255.28,103.15,-88.4,40.26,419.16,12.64,2.83,-43.17,43.45,29341335722.0,40145094762.0,32836348568.0,29265606582.0,36391779973.0,32331613469.0,5923910166.0,19015905940.0,4444833582.0,577083506.0,-11696891262.0,-7235518532.0,-14303038897.0,-4697105131.0,-241.45,614.32,89.36,-24.7,170.02,137.17,0.18,-30.36,670.22,-61.66
305090,마이크로디지탈,CFS,43411884795.0,38389661970.0,16078819104.0,18419008501.0,6333165775.0,15686307485.0,36247142186.0,25073047730.0,21249582935.0,28953499933.0,29135753467.0,8716568929.0,12842770689.0,11533272625.0,10839854618.0,-9171245064.0,279883032.0,880251845.0,-13145531680.0,449552348.0,590142736.0,-45.4,125.19,235.69,1.54,86.06,606.17,6.77,243.78,102.5,11.35,-3376.81,6.4,-68.2,16961862571.0,19734052288.0,16635795090.0,6248591057.0,22970945975.0,22811218307.0,5436597593.0,12425248625.0,8883698808.0,4304627977.0,-7952738449.0,-6432059502.0,-9335725976.0,-8132876989.0,-171.72,422.52,101.96,-65.45,183.59,315.82,22.02,111.07,106.38,-23.64
306040,에스제이그룹,CFS,101387511391.0,110450617285.0,118873202289.0,54868150860.0,49850687689.0,43667540495.0,96398996879.0,91721160609.0,68342325488.0,119096022936.0,130435840260.0,136436799197.0,163414115546.0,181794949391.0,203710082691.0,-15862622237.0,-3238016403.0,15427643757.0,-10701104859.0,-4078226125.0,13120609692.0,-8.99,80.94,184.78,-3.13,70.32,221.56,9.62,50.09,272.22,-10.11,-389.89,-10.76,-120.99,123383414691.0,104040565372.0,48329644148.0,31006893837.0,68616718705.0,55878853076.0,127902597159.0,104642101268.0,197862796824.0,149730739502.0,35813067965.0,29111359438.0,29064443959.0,23155284104.0,22.72,53.65,255.3,22.13,53.4,335.54,2.96,-56.92,32.15,23.02
306200,세아제강,CFS,782843833363.0,896481829981.0,839632823579.0,366049845371.0,498283553198.0,399897948204.0,706238327191.0,711291494979.0,538663132693.0,1122055270502.0,1112556559045.0,997250711969.0,1484796736010.0,1809432963576.0,1860904969919.0,49601484490.0,202908673849.0,231910194040.0,29999162195.0,137062259161.0,188833969221.0,2.67,62.94,213.86,12.32,63.93,179.91,18.94,54.01,209.96,-17.94,-75.55,-2.77,-12.51,837441133208.0,681376605936.0,419082622861.0,331976507618.0,636127562772.0,548598491730.0,829001866215.0,679592734674.0,1801835090460.0,1497360775818.0,215165657893.0,131945673869.0,159294293117.0,91395255230.0,19.22,76.73,199.83,13.45,80.72,205.25,3.28,7.78,20.33,63.07
306620,지아이에스,CFS,71899259767.0,70920905593.0,96653765513.0,89302756208.0,66506978649.0,99690494105.0,100447278187.0,83051233434.0,109398961007.0,43071496236.0,59489235196.0,55168173547.0,75810672480.0,104451927574.0,86754563129.0,1631644343.0,3625807851.0,2166554380.0,-3648033893.0,260684931.0,-3361475164.0,-8.47,233.21,80.51,0.44,139.61,106.64,-6.09,198.3,96.95,-27.42,-55.0,20.4,67.35,40350057962.0,38347767302.0,35852449709.0,30229444096.0,45453742539.0,38709150283.0,45073269861.0,35087252654.0,52890474671.0,49880481256.0,-3759261826.0,-2898933380.0,-8054815074.0,-4461270773.0,-17.87,100.84,112.54,-12.71,110.32,126.86,64.03,157.63,6.03,-29.68
307180,아이엘,CFS,47350127835.0,51528933807.0,29798171346.0,124778723907.0,103464324411.0,60542669285.0,131509082894.0,123903306749.0,64954091032.0,23188542465.0,14327067469.0,14444116567.0,102864055822.0,83215639985.0,39078135188.0,-8501873229.0,5326709864.0,-16743020132.0,-10831408385.0,898911128.0,-18081076589.0,-46.71,567.13,37.95,6.27,864.82,49.8,-125.18,449.69,49.22,23.61,-259.61,112.95,131.81,31434846380.0,42866768134.0,40247600818.0,50788555355.0,49526338441.0,57445964039.0,23256020360.0,15414210191.0,49164956238.0,48634791598.0,-743998868.0,2565464936.0,2086569083.0,-7675729784.0,8.97,212.96,78.1,-49.8,372.68,84.4,-20.52,-2150.41,1.09,-129.0
307280,원바이오젠,CFS,27071238087.0,21657175537.0,21137591453.0,4511166284.0,3307175118.0,9347322281.0,5001859947.0,4001792967.0,10278715703.0,42623539953.0,37267525192.0,32624769872.0,35244285942.0,30439668570.0,29614740095.0,7926377772.0,6406557277.0,7122657150.0,6459097224.0,5338692987.0,5960986356.0,15.15,11.73,600.09,14.33,10.74,654.85,18.27,31.51,226.14,15.78,23.72,2.79,-10.05,18203675535.0,22889051042.0,11582537570.0,10898747565.0,12106993289.0,11482036125.0,26825582923.0,26561348452.0,26747721812.0,17720824355.0,5150275469.0,2039702750.0,3272495697.0,-659783248.0,12.2,45.13,157.16,-2.48,43.23,210.02,10.72,38.3,50.94,152.5
307750,국전,CFS,74746406240.0,105189432131.0,123991803043.0,66076136375.0,88576286321.0,99822579641.0,83334644752.0,114773521886.0,127646216919.0,95872367221.0,97499291613.0,97456273081.0,131039398700.0,136467647880.0,121997885408.0,-2575730706.0,368251990.0,6498831883.0,-4820309643.0,537666232.0,4692086205.0,-5.03,86.92,113.12,0.55,117.72,118.76,4.81,130.98,124.21,-3.98,-799.45,11.86,-94.33,142893236766.0,76914949906.0,70691339137.0,21851867934.0,103774196397.0,23838433135.0,92323186876.0,83150495469.0,103710827977.0,85354220498.0,3509148953.0,6134657919.0,8877145491.0,4038005244.0,9.62,112.4,202.14,4.86,28.67,351.98,17.63,85.2,21.51,-42.8
307870,비투엔,CFS,7629170807.0,21028167487.0,9555008213.0,11574976751.0,13476695905.0,10930662629.0,14151140628.0,22623736494.0,11941332386.0,31436385992.0,34082123517.0,16665795497.0,14624545174.0,25098141983.0,32029523451.0,-6746466061.0,-2632418271.0,-2400575678.0,-12215821766.0,-6925800390.0,-11980272260.0,-38.86,45.02,65.91,-20.32,66.38,156.03,-71.89,71.65,87.41,-41.73,-156.28,-21.64,-9.66,26411892434.0,17943051359.0,15473847761.0,3301865245.0,22513922593.0,11313566507.0,17176433609.0,18163209553.0,27082999573.0,25775165233.0,-2187641523.0,2246853648.0,-2215744889.0,-1769123281.0,-12.9,131.07,170.69,-9.74,62.29,543.42,18.26,-12.36,5.07,-197.36
307930,컴퍼니케이,CFS,,,,,,,5492430988.0,2787762410.0,5431676518.0,81997801035.0,74576665529.0,72039295185.0,21602359333.0,15072826895.0,15858969653.0,,,,7240771662.0,2090601512.0,-5716324936.0,8.83,6.7,,2.8,3.74,,-7.94,7.54,,43.32,,-4.96,,,,,,9404011339.0,10963713043.0,77348406118.0,74405039050.0,15843840992.0,27444773477.0,,,6471096923.0,18890350866.0,8.37,12.16,,25.39,14.74,,0.1,,-42.27,
307950,현대오토에버,CFS,2334889228000.0,2215496769000.0,1833666781000.0,1342356441000.0,1242253167000.0,922946477000.0,1730471981000.0,1618990538000.0,1250744682000.0,1874718905000.0,1730526263000.0,1592312483000.0,4252067261000.0,3713617277000.0,3065015134000.0,255302187000.0,224434118000.0,181413573000.0,186789322000.0,175182500000.0,140312627000.0,9.96,92.31,173.94,10.12,93.55,178.35,8.81,78.55,198.68,14.5,13.75,21.16,23.71,1695856233000.0,1471052292000.0,883697780000.0,721374123000.0,1129055501000.0,970301490000.0,1490380826000.0,1375821355000.0,2754508003000.0,2070382112000.0,142362194000.0,96106277000.0,116170013000.0,71368213000.0,7.79,75.76,191.9,5.19,70.53,203.92,11.27,27.43,33.04,48.13
308080,바이젠셀,CFS,34200773244.0,45877157770.0,54442161052.0,1707038225.0,8001864099.0,8474099366.0,10554805638.0,9320615476.0,9559879336.0,43720241870.0,58025759633.0,71489172832.0,22674300.0,278946254.0,0.0,-17108466056.0,-15330478633.0,-20084446567.0,-16322420297.0,-14055502834.0,-17875427073.0,-37.33,24.14,2003.52,-24.22,16.06,573.33,-25.0,13.37,642.45,-91.87,-11.6,,23.67,69891681774.0,66723758024.0,8353009264.0,10189416270.0,9730646291.0,12091237134.0,89642714054.0,104887294343.0,0.0,0.0,-18213756319.0,-13135689574.0,-17393274508.0,-11113877563.0,-19.4,10.85,836.72,-10.6,11.53,654.83,,-10.27,,-38.66
308100,형지글로벌,CFS,56337089457.0,41886303389.0,44905850090.0,20921532434.0,38588583997.0,17305309967.0,38303305348.0,48713534549.0,40157773062.0,58824522266.0,40424273974.0,56300982371.0,37683290800.0,39800326696.0,48415136529.0,-8084930328.0,-9386447776.0,-1009756608.0,-34488988153.0,-16325109674.0,-4546336943.0,-58.63,65.11,269.28,-40.38,120.51,108.55,-8.08,71.33,259.49,-5.32,13.87,-17.79,-829.58,55479655530.0,70949957807.0,41694715270.0,32361575114.0,57975258372.0,46096626413.0,60901731925.0,69991244797.0,61760652447.0,74674920153.0,-9376249915.0,-4335357280.0,-9264346501.0,-6731063155.0,-15.21,95.19,133.06,-9.62,65.86,219.24,-21.61,89.23,-17.29,-116.27
308170,씨티알모빌리티,CFS,122324770657.0,108514632209.0,113969395682.0,189428298269.0,182712872362.0,148856879699.0,247283326679.0,224708968630.0,212995835832.0,87198225886.0,71551051571.0,85104081955.0,461459309070.0,432271164941.0,444173625905.0,5813747117.0,3919580993.0,524576905.0,-3232065564.0,-16607105965.0,-16910739183.0,-3.71,283.59,64.58,-23.21,314.05,59.39,-19.87,250.28,76.56,6.75,48.33,-2.68,647.19,108433064786.0,94828381186.0,143795718692.0,120168397331.0,193518912705.0,180182555781.0,103848274799.0,97921321553.0,423096556243.0,368434976308.0,-736093949.0,3572849129.0,1128714129.0,1427457546.0,1.09,186.35,75.41,1.46,184.01,78.91,4.98,171.26,14.84,-120.6
308430,셀비온,CFS,25103080380.0,31571071898.0,9001014374.0,2261616085.0,1067368949.0,1537468694.0,12408110821.0,4832786544.0,3848093917.0,22786578557.0,29575125706.0,7497483908.0,1945073476.0,2289802980.0,1471257198.0,-8244608272.0,-7136638558.0,-5043268302.0,-7573629082.0,-7266102152.0,-3632827379.0,-33.24,54.45,1109.96,-24.57,16.34,2957.84,-48.45,51.33,585.44,-15.05,-15.53,55.64,-41.51,,,,,,,,,,,,,,,,,,,,,,,,
309710,아이티켐,CFS,43655852786.0,45045924847.0,45206825953.0,65668833187.0,36340113145.0,90332999534.0,115740855472.0,63679834888.0,100792510370.0,65278353552.0,47433655987.0,-26482118847.0,61966968775.0,49102752858.0,44958571087.0,-1850846474.0,3594368188.0,698124973.0,-14330238735.0,11417848887.0,-7821948171.0,-21.95,177.3,66.48,24.07,134.25,123.96,29.54,-380.61,50.04,26.2,-151.49,9.22,414.86,,,,,,,,,,,,,,,,,,,,,,,,
309930,조이웍스앤코,CFS,27074246038.0,39345442921.0,29368004368.0,30264833313.0,22422415159.0,8581857017.0,36263384425.0,23308313671.0,14512880720.0,18690920737.0,29449271860.0,30615371283.0,45980848660.0,47269217005.0,41039115328.0,-8769178492.0,-2388988078.0,2056945685.0,-20723097978.0,1039766022.0,2459851873.0,-110.87,194.02,89.46,3.53,79.15,175.47,8.03,47.4,342.21,-2.73,-267.07,15.18,-216.14,29532579130.0,29203987547.0,6290943693.0,7056512677.0,13915127835.0,14022727592.0,28067549251.0,26096732631.0,32410293762.0,32328893862.0,1592161906.0,3664892506.0,1502318183.0,3680924913.0,5.35,49.58,469.45,14.1,53.73,413.86,26.62,29.19,0.25,-56.56
309960,LB인베스트먼트,CFS,26276374795.0,24901895912.0,32962038123.0,2811219068.0,1705766435.0,4512315630.0,8759140500.0,10619625110.0,11578139740.0,126962988014.0,119034309285.0,115441887021.0,26415002944.0,30257378187.0,27582188617.0,9665347388.0,10852356019.0,8463269974.0,12433318960.0,8577972938.0,6421973511.0,9.79,6.9,934.7,7.21,8.92,1459.87,5.56,10.03,730.49,-12.7,-10.94,9.7,28.23,13452623368.0,27377914081.0,1390296877.0,7962524194.0,8763227175.0,15007239166.0,94463381744.0,90602433458.0,18525357387.0,49373274787.0,4765859547.0,31079227554.0,3874362660.0,24598943092.0,4.1,9.28,967.61,27.15,16.56,343.83,48.89,77.58,-62.48,-84.67
310200,애니플러스,CFS,101379627480.0,86945383885.0,53202984366.0,112899655904.0,87744015631.0,37384072649.0,143193477369.0,131747055312.0,98515906429.0,128151638595.0,123840833000.0,101123636490.0,150299705151.0,130975963475.0,111346904329.0,22683638558.0,25139081598.0,22862982635.0,14044673132.0,18029079938.0,10393572993.0,10.96,111.74,89.8,14.56,106.38,99.09,10.28,97.42,142.31,14.75,-9.77,17.63,9.96,54351714981.0,61356494394.0,43190243384.0,14871599489.0,61008563067.0,55126325349.0,80523250987.0,46218104010.0,57816068967.0,49036805412.0,9919085381.0,13009415839.0,5446041060.0,21299407030.0,6.76,75.77,125.84,46.08,119.27,412.57,92.59,130.49,17.9,-23.75
310210,보로노이,CFS,148308460678.0,56455763879.0,61297468938.0,7897659965.0,6770470705.0,12490250109.0,67439227525.0,7246106380.0,13309408301.0,103795095825.0,66412537872.0,81343825337.0,7512306000.0,0.0,0.0,-54384535976.0,-36339049690.0,-31335510474.0,-42706333585.0,-32613098090.0,-36848289927.0,-41.14,64.97,1877.88,-49.11,10.91,833.85,-45.3,16.36,490.76,,-49.66,,-15.97,49157797317.0,18684044772.0,13815861592.0,18113095036.0,29691863522.0,33242391200.0,34258167614.0,6918137611.0,9767826850.0,14783913205.0,-17863480687.0,-10820161233.0,-19899662518.0,-15574606051.0,-58.09,86.67,355.81,-225.13,480.51,103.15,-100.0,-75.42,-33.93,-65.09
310870,디와이씨,CFS,64210648046.0,51094123842.0,57657985263.0,54927396669.0,40703498704.0,46188000145.0,77525919103.0,52553955986.0,55738216535.0,53992464157.0,50733716670.0,50986826392.0,111038786425.0,100112472400.0,122419662930.0,5122983201.0,4903606294.0,9142782188.0,3674732731.0,631129010.0,4402845474.0,6.81,143.59,116.9,1.24,103.59,125.53,8.64,109.32,124.83,10.91,4.47,-18.22,-46.37,66813406120.0,49613189114.0,51421103774.0,34750707948.0,71532980881.0,60949826687.0,46482315885.0,40369077586.0,120652617749.0,87268255843.0,9560822452.0,-430194245.0,4293292621.0,-1200062720.0,9.24,153.89,129.93,-2.97,150.98,142.77,1.46,-4.37,38.25,2322.44
311320,지오엘리먼트,CFS,38479408643.0,34068472214.0,32899269607.0,10355204196.0,10695879226.0,2066457717.0,14818054133.0,13992787132.0,2812051497.0,61986513195.0,56142155665.0,50391350383.0,54623538260.0,44777284388.0,17811078054.0,4429142245.0,5313625339.0,761102321.0,4785026218.0,3100128402.0,2226687897.0,7.72,23.91,371.59,5.52,24.92,318.52,4.42,5.58,1592.06,21.99,-16.65,151.4,598.15,38301361518.0,36876855482.0,3283492290.0,3794685678.0,4234946191.0,4815539302.0,48875613907.0,41748190638.0,28636133638.0,21701626166.0,7291671548.0,6117494658.0,6683644080.0,5314059221.0,13.67,8.66,1166.48,12.73,11.53,971.8,-37.8,-89.56,31.95,19.19
311390,네오크레마,CFS,85348259200.0,75543202099.0,41041965095.0,19934913294.0,19477920275.0,30672898617.0,35506290852.0,35316636730.0,32274810933.0,146330521389.0,143021367673.0,38861472689.0,81943689101.0,40313599873.0,24866771855.0,5408789313.0,-690734776.0,278868999.0,5173058511.0,930237096.0,-4957875150.0,3.54,24.26,428.13,0.65,24.69,387.84,-12.76,83.05,133.81,103.27,883.05,62.12,-347.69,37812802184.0,27604704534.0,27868336784.0,7049927024.0,29630647805.0,9604901979.0,47687873610.0,41689420736.0,26702893112.0,29886729419.0,1420451374.0,1368718533.0,-1837548495.0,1793298915.0,-3.85,62.13,135.68,4.3,23.04,391.56,-6.88,-80.37,-10.65,3.78
311690,CJ 바이오사이언스,CFS,52478279872.0,76761523867.0,65210437330.0,14558297183.0,18525156441.0,14722469349.0,18698200224.0,21853224711.0,19632694113.0,53639266970.0,77756531694.0,71495691643.0,3692528456.0,3466535834.0,5575053720.0,-24785824846.0,-34241072033.0,-32056613825.0,-24004990285.0,-32837724111.0,-22912847165.0,-44.75,34.86,360.47,-42.23,28.1,414.36,-32.05,27.46,442.93,6.52,27.61,-37.82,-6.81,50931897914.0,81554954696.0,34978585750.0,23836477795.0,41733747323.0,28502163599.0,49655411562.0,87853080239.0,4074661697.0,4363027299.0,-33233168641.0,-10108067067.0,-34913430985.0,-19272342235.0,-70.31,84.05,145.61,-21.94,32.44,342.14,36.82,3.54,-6.61,-228.78
312610,에이에프더블류,CFS,15295418515.0,21252711279.0,31739939421.0,11020960462.0,9936157514.0,2776399124.0,20331418214.0,13923407514.0,2818399124.0,47064864084.0,57325191040.0,62938019449.0,13707979371.0,15744037340.0,6822097666.0,-9520851758.0,-6475847079.0,-4082720063.0,-10260326956.0,-5612828409.0,-3019611866.0,-21.8,43.2,138.78,-9.79,24.29,213.89,-4.8,4.48,1143.21,-12.93,-47.02,130.78,-58.62,46071768365.0,48860888500.0,1439646349.0,1769583825.0,1460646349.0,1790583825.0,65957631315.0,69326319227.0,4437378741.0,7169493344.0,-3992269863.0,-2490607510.0,-3368687912.0,-4259385057.0,-5.11,2.21,3200.21,-6.14,2.58,2761.15,53.74,-2.27,-38.11,-60.29
313760,캐리,CFS,8892980432.0,8839486555.0,,28644561433.0,19676618447.0,,31296367050.0,22175056604.0,,21351104831.0,20057438112.0,,7481352962.0,8174064954.0,,-4871999423.0,-4018128300.0,,-8396482687.0,-13005989810.0,,-39.33,146.58,31.05,-64.84,110.56,44.92,,,,-8.47,-21.25,,,31357925768.0,42213556337.0,15572978546.0,21523617097.0,16444473865.0,22204728774.0,29859457395.0,36000821176.0,52319150713.0,36106050652.0,-12704679615.0,-1265540660.0,-13923340013.0,-295846360.0,-46.63,55.07,201.36,-0.82,61.68,196.13,-67.53,-6.83,44.9,-903.89
